"statefip","state","abbrev","region","year","tufees_pub2","tufees_pub4","dollars","year_type"
56,"Wyoming","WY",4,2009,2398.16511648425,4129.18818115542,2015,"academic"
1,"Alabama","AL",3,2010,3740.54849525941,8071.13375930572,2015,"academic"
2,"Alaska","AK",4,2010,,5759.15295099789,2015,"academic"
4,"Arizona","AZ",4,2010,2166.38731990588,8839.60465297623,2015,"academic"
5,"Arkansas","AR",3,2010,2764.08690387182,6900.91241267642,2015,"academic"
6,"California","CA",4,2010,896.54937594892,8193.73880217053,2015,"academic"
8,"Colorado","CO",4,2010,3417.61556985657,7748.20083390288,2015,"academic"
9,"Connecticut","CT",1,2010,3730.69630431492,9827.01312319103,2015,"academic"
10,"Delaware","DE",3,2010,3162.55329318245,10534.1814954291,2015,"academic"
11,"District of Columbia","DC",3,2010,,7662.8151790506,2015,"academic"
12,"Florida","FL",3,2010,3035.56949878676,5510.6588016201,2015,"academic"
13,"Georgia","GA",3,2010,3065.12607162024,6428.00724734073,2015,"academic"
15,"Hawaii","HI",4,2010,2966.6041621753,8164.18222933705,2015,"academic"
16,"Idaho","ID",4,2010,2795.83285247075,5834.68641490567,2015,"academic"
17,"Illinois","IL",2,2010,3295.01052699176,12007.6313855723,2015,"academic"
18,"Indiana","IN",2,2010,3766.82100444473,8744.36680717945,2015,"academic"
19,"Iowa","IA",2,2010,4282.41899720656,7832.49180087243,2015,"academic"
20,"Kansas","KS",2,2010,2496.98306048777,7254.49659879547,2015,"academic"
21,"Kentucky","KY",3,2010,4269.2827426139,8230.95819018306,2015,"academic"
22,"Louisiana","LA",3,2010,2421.44959657999,5181.15774892093,2015,"academic"
23,"Maine","ME",1,2010,3568.68249767214,9791.98311094394,2015,"academic"
24,"Maryland","MD",3,2010,3904.75167766764,8469.60014861635,2015,"academic"
25,"Massachusetts","MA",1,2010,5028.99613322264,10386.3986312617,2015,"academic"
26,"Michigan","MI",2,2010,2949.08915605176,11094.6616913825,2015,"academic"
27,"Minnesota","MN",2,2010,5406.66345276156,10275.8351551069,2015,"academic"
28,"Mississippi","MS",3,2010,2319.64362348689,5795.2776511277,2015,"academic"
29,"Missouri","MO",2,2010,2824.29473742151,7959.47559526813,2015,"academic"
30,"Montana","MT",4,2010,3315.80959676347,6143.38839783314,2015,"academic"
31,"Nebraska","NE",2,2010,2640.38717312429,7224.94002596199,2015,"academic"
32,"Nevada","NV",4,2010,2455.38492094436,5821.55016031301,2015,"academic"
33,"New Hampshire","NH",1,2010,6864.78771254661,13077.1414469912,2015,"academic"
34,"New Jersey","NJ",1,2010,4293.36587603378,12752.0191458229,2015,"academic"
35,"New Mexico","NM",4,2010,1450.46144460601,5613.55946259592,2015,"academic"
36,"New York","NY",1,2010,4336.05870345992,6341.52690460573,2015,"academic"
37,"North Carolina","NC",3,2010,1944.16567971341,5827.02359972662,2015,"academic"
38,"North Dakota","ND",2,2010,4247.38898495947,7191.00470159763,2015,"academic"
39,"Ohio","OH",2,2010,4085.37517831669,9913.49346592603,2015,"academic"
40,"Oklahoma","OK",3,2010,3100.15608386733,6294.45532564871,2015,"academic"
41,"Oregon","OR",4,2010,4099.60612079207,8137.90972015174,2015,"academic"
42,"Pennsylvania","PA",1,2010,3798.56695304365,12403.9083991175,2015,"academic"
72,"Puerto Rico","PR",,2010,,2790.35941305714,2015,"academic"
44,"Rhode Island","RI",1,2010,3997.80014769897,10201.3963790818,2015,"academic"
45,"South Carolina","SC",3,2010,3991.23202040264,11015.8441638266,2015,"academic"
46,"South Dakota","SD",2,2010,5019.14394227814,6916.23804303453,2015,"academic"
47,"Tennessee","TN",3,2010,3498.62247317796,7139.55437110971,2015,"academic"
48,"Texas","TX",3,2010,2033.93008609657,8477.26296379541,2015,"academic"
49,"Utah","UT",4,2010,3138.47015976258,5381.48563145896,2015,"academic"
50,"Vermont","VT",1,2010,6841.79926700946,13655.1366490682,2015,"academic"
51,"Virginia","VA",3,2010,3924.45605955663,9643.10555889382,2015,"academic"
53,"Washington","WA",4,2010,3678.15128594429,8973.15657466825,2015,"academic"
54,"West Virginia","WV",3,2010,2762.9922159891,5720.83887510263,2015,"academic"
55,"Wisconsin","WI",2,2010,3966.05419910005,8441.13826366559,2015,"academic"
56,"Wyoming","WY",4,2010,2433.49116328993,4298.83931544739,2015,"academic"
1,"Alabama","AL",3,2011,4235.98649091279,8451.90222289109,2015,"academic"
2,"Alaska","AK",4,2011,,5762.42052566815,2015,"academic"
4,"Arizona","AZ",4,2011,2272.22118253202,9966.7163445791,2015,"academic"
5,"Arkansas","AR",3,2011,2813.07531803012,7028.99105000841,2015,"academic"
6,"California","CA",4,2011,1182.06206566868,9436.42576641496,2015,"academic"
8,"Colorado","CO",4,2011,3585.27135914165,8315.63233328317,2015,"academic"
9,"Connecticut","CT",1,2011,3686.68150954754,9736.43079469905,2015,"academic"
10,"Delaware","DE",3,2011,3259.91379325608,11026.241145174,2015,"academic"
11,"District of Columbia","DC",3,2011,,7394.49013376298,2015,"academic"
12,"Florida","FL",3,2011,3153.22186418321,5940.94464461186,2015,"academic"
13,"Georgia","GA",3,2011,3301.11166685847,7709.2841423146,2015,"academic"
15,"Hawaii","HI",4,2011,3132.09474951532,8839.58477704694,2015,"academic"
16,"Idaho","ID",4,2011,2948.28885190464,6002.21327714875,2015,"academic"
17,"Illinois","IL",2,2011,3329.63327166013,12285.4171793805,2015,"academic"
18,"Indiana","IN",2,2011,3737.38658475049,8813.17588371208,2015,"academic"
19,"Iowa","IA",2,2011,4342.67841998566,7988.16205593081,2015,"academic"
20,"Kansas","KS",2,2011,2495.11224227831,7309.9816750914,2015,"academic"
21,"Kentucky","KY",3,2011,4279.29707598198,8423.38061808943,2015,"academic"
22,"Louisiana","LA",3,2011,2853.21683589912,5541.64217738866,2015,"academic"
23,"Maine","ME",1,2011,3516.60823647099,9893.82779897487,2015,"academic"
24,"Maryland","MD",3,2011,3916.96705942759,8409.6479935553,2015,"academic"
25,"Massachusetts","MA",1,2011,5088.46556776232,10737.8560299572,2015,"academic"
26,"Michigan","MI",2,2011,3022.23375324227,11451.9525057321,2015,"academic"
27,"Minnesota","MN",2,2011,5451.85194005011,10582.5717371482,2015,"academic"
28,"Mississippi","MS",3,2011,2329.26439213534,5992.7060755482,2015,"academic"
29,"Missouri","MO",2,2011,2890.18928656793,8118.09381113836,2015,"academic"
30,"Montana","MT",4,2011,3226.11040978745,6212.4280680943,2015,"academic"
31,"Nebraska","NE",2,2011,2631.38213188623,7295.19269482388,2015,"academic"
32,"Nevada","NV",4,2011,2654.62195802091,6383.55769690424,2015,"academic"
33,"New Hampshire","NH",1,2011,7102.93595134604,14262.9151122954,2015,"academic"
34,"New Jersey","NJ",1,2011,4342.67841998566,12707.9594727384,2015,"academic"
35,"New Mexico","NM",4,2011,1583.47724435867,5741.29341100026,2015,"academic"
36,"New York","NY",1,2011,4492.68093412771,6553.63096998079,2015,"academic"
37,"North Carolina","NC",3,2011,2186.65636812705,6009.60776728251,2015,"academic"
38,"North Dakota","ND",2,2011,4147.25260930764,7247.65668682111,2015,"academic"
39,"Ohio","OH",2,2011,4175.77421410929,9980.44896911323,2015,"academic"
40,"Oklahoma","OK",3,2011,3194.41973778561,6413.13565743929,2015,"academic"
41,"Oregon","OR",4,2011,4247.60640398013,8444.50773275732,2015,"academic"
42,"Pennsylvania","PA",1,2011,4148.30896504103,12766.0590380751,2015,"academic"
72,"Puerto Rico","PR",,2011,,2760.25753136038,2015,"academic"
44,"Rhode Island","RI",1,2011,3883.16367595896,10578.3463142146,2015,"academic"
45,"South Carolina","SC",3,2011,3926.47426102814,10939.6199750356,2015,"academic"
46,"South Dakota","SD",2,2011,5221.56639017006,7175.82449695027,2015,"academic"
47,"Tennessee","TN",3,2011,3752.17556501801,7574.07060844008,2015,"academic"
48,"Texas","TX",3,2011,2154.96569612521,8506.83272102761,2015,"academic"
49,"Utah","UT",4,2011,3187.02524765184,5598.68538699197,2015,"academic"
50,"Vermont","VT",1,2011,6887.43938173352,13832.9783288037,2015,"academic"
51,"Virginia","VA",3,2011,4207.46488611114,10072.3519179186,2015,"academic"
53,"Washington","WA",4,2011,4028.94076716743,10029.0413328494,2015,"academic"
54,"West Virginia","WV",3,2011,2859.55497029948,5847.98534007312,2015,"academic"
55,"Wisconsin","WI",2,2011,4044.78610316835,8658.94794663645,2015,"academic"
56,"Wyoming","WY",4,2011,2458.13979160949,4357.46740025318,2015,"academic"
1,"Alabama","AL",3,2012,4258.40470703261,9098.06915636567,2015,"academic"
2,"Alaska","AK",4,2012,,6026.14266883162,2015,"academic"
4,"Arizona","AZ",4,2012,2295.87181367414,10133.5031775962,2015,"academic"
5,"Arkansas","AR",3,2012,2910.46544800615,7286.58046127523,2015,"academic"
6,"California","CA",4,2012,1478.14977477477,9360.57355611425,2015,"academic"
8,"Colorado","CO",4,2012,3726.10411865354,8792.85570745164,2015,"academic"
9,"Connecticut","CT",1,2012,3747.97948529925,10036.6265538795,2015,"academic"
10,"Delaware","DE",3,2012,3242.76268419582,11362.6904462602,2015,"academic"
11,"District of Columbia","DC",3,2012,,7545.95980864586,2015,"academic"
12,"Florida","FL",3,2012,3219.84563342412,6494.90052552553,2015,"academic"
13,"Georgia","GA",3,2012,3453.18287764509,7853.25662581186,2015,"academic"
15,"Hawaii","HI",4,2012,3226.09573818004,8972.02537712131,2015,"academic"
16,"Idaho","ID",4,2012,3243.80436832181,6238.64623053286,2015,"academic"
17,"Illinois","IL",2,2012,3384.43172532998,12675.2124450031,2015,"academic"
18,"Indiana","IN",2,2012,3812.56390111041,9078.27715797192,2015,"academic"
19,"Iowa","IA",2,2012,4428.19921956841,8157.4283905999,2015,"academic"
20,"Kansas","KS",2,2012,2621.9189451079,7583.46043718137,2015,"academic"
21,"Kentucky","KY",3,2012,4376.11501326908,8814.73107409735,2015,"academic"
22,"Louisiana","LA",3,2012,3126.09406208534,6119.8942401704,2015,"academic"
23,"Maine","ME",1,2012,3471.93319191284,9753.28847161115,2015,"academic"
24,"Maryland","MD",3,2012,4047.98451358335,8552.22667434877,2015,"academic"
25,"Massachusetts","MA",1,2012,5327.17262029471,11092.8942576297,2015,"academic"
26,"Michigan","MI",2,2012,3168.80311125079,11659.5704221664,2015,"academic"
27,"Minnesota","MN",2,2012,5592.80207242126,10792.8892293456,2015,"academic"
28,"Mississippi","MS",3,2012,2359.41454535931,6415.73253195056,2015,"academic"
29,"Missouri","MO",2,2012,3008.38375584887,8276.18038096236,2015,"academic"
30,"Montana","MT",4,2012,3222.97068580208,6411.56579544661,2015,"academic"
31,"Nebraska","NE",2,2012,2709.42041169076,7483.45876108667,2015,"academic"
32,"Nevada","NV",4,2012,2812.54714016342,6656.36156505343,2015,"academic"
33,"New Hampshire","NH",1,2012,7016.78427264474,15224.213501292,2015,"academic"
34,"New Jersey","NJ",1,2012,4333.40596410364,12934.5917923738,2015,"academic"
35,"New Mexico","NM",4,2012,1659.40281269642,5914.68246735107,2015,"academic"
36,"New York","NY",1,2012,4638.61941301767,6835.53123472309,2015,"academic"
37,"North Carolina","NC",3,2012,2252.12108038271,6459.48326524199,2015,"academic"
38,"North Dakota","ND",2,2012,4134.44429604023,7298.03898666108,2015,"academic"
39,"Ohio","OH",2,2012,4383.40680215099,10175.1705426357,2015,"academic"
40,"Oklahoma","OK",3,2012,3294.84689049515,6669.90345869125,2015,"academic"
41,"Oregon","OR",4,2012,4397.9903799148,8658.47845519939,2015,"academic"
42,"Pennsylvania","PA",1,2012,4375.0733291431,12892.9244273343,2015,"academic"
72,"Puerto Rico","PR",,2012,,2855.25618932886,2015,"academic"
44,"Rhode Island","RI",1,2012,4114.65229764648,11376.232339898,2015,"academic"
45,"South Carolina","SC",3,2012,4425.07416719045,11191.8542495984,2015,"academic"
46,"South Dakota","SD",2,2012,5695.92880089392,7695.9623227879,2015,"academic"
47,"Tennessee","TN",3,2012,3811.52221698443,7995.967351072,2015,"academic"
48,"Texas","TX",3,2012,2235.45413436693,8691.81234723095,2015,"academic"
49,"Utah","UT",4,2012,3280.26331273134,5845.93131503597,2015,"academic"
50,"Vermont","VT",1,2012,7073.03521544801,14088.7778039668,2015,"academic"
51,"Virginia","VA",3,2012,4366.7398561352,10313.7145313919,2015,"academic"
53,"Washington","WA",4,2012,4419.86574656051,11036.6433148265,2015,"academic"
54,"West Virginia","WV",3,2012,3044.8427002584,6130.31108143027,2015,"academic"
55,"Wisconsin","WI",2,2012,4197.9870277254,9052.23505482226,2015,"academic"
56,"Wyoming","WY",4,2012,2541.70926740694,4456.32469097004,2015,"academic"
1,"Alabama","AL",3,2013,4241.03872948263,9358.92884192072,2015,"academic"
2,"Alaska","AK",4,2013,,6012.4447345055,2015,"academic"
4,"Arizona","AZ",4,2013,2384.23366234552,10296.1997094545,2015,"academic"
5,"Arkansas","AR",3,2013,3071.16409710992,7408.49506258476,2015,"academic"
6,"California","CA",4,2013,1455.76395206501,9274.19326640112,2015,"academic"
8,"Colorado","CO",4,2013,3825.95517286734,9292.95357797222,2015,"academic"
9,"Connecticut","CT",1,2013,3867.97737974965,10453.1104546841,2015,"academic"
10,"Delaware","DE",3,2013,3344.89116251991,11502.5237585947,2015,"academic"
11,"District of Columbia","DC",3,2013,,7412.09083203479,2015,"academic"
12,"Florida","FL",3,2013,3209.34151384319,6451.66442889583,2015,"academic"
13,"Georgia","GA",3,2013,3501.05942253564,7992.38960427405,2015,"academic"
15,"Hawaii","HI",4,2013,3322.59661479924,9269.58984764606,2015,"academic"
16,"Idaho","ID",4,2013,3777.22882560551,6462.25794963741,2015,"academic"
17,"Illinois","IL",2,2013,3466.89081660467,12852.8331026631,2015,"academic"
18,"Indiana","IN",2,2013,3891.46187127068,9118.77841787013,2015,"academic"
19,"Iowa","IA",2,2013,4482.44579741872,8007.19429357083,2015,"academic"
20,"Kansas","KS",2,2013,2598.6733038513,7896.35424407952,2015,"academic"
21,"Kentucky","KY",3,2013,4415.15135670458,8888.90246859462,2015,"academic"
22,"Louisiana","LA",3,2013,3453.85687202714,6748.43325065834,2015,"academic"
23,"Maine","ME",1,2013,3471.55186970219,9594.34114454015,2015,"academic"
24,"Maryland","MD",3,2013,4078.2967245335,8663.28803314366,2015,"academic"
25,"Massachusetts","MA",1,2013,5253.55887722538,10980.5582049996,2015,"academic"
26,"Michigan","MI",2,2013,3294.63804024833,11851.1721091115,2015,"academic"
27,"Minnesota","MN",2,2013,5489.45344990872,10690.9060438608,2015,"academic"
28,"Mississippi","MS",3,2013,2444.64209071905,6707.11142428748,2015,"academic"
29,"Missouri","MO",2,2013,3050.55814646449,8268.2358516413,2015,"academic"
30,"Montana","MT",4,2013,3238.2050262713,6360.14598593575,2015,"academic"
31,"Nebraska","NE",2,2013,2733.87190012882,7473.3899981164,2015,"academic"
32,"Nevada","NV",4,2013,2758.46247367249,6525.29622938749,2015,"academic"
33,"New Hampshire","NH",1,2013,6880.50557650393,14968.8511236958,2015,"academic"
34,"New Jersey","NJ",1,2013,4358.3375010071,12998.2116409877,2015,"academic"
35,"New Mexico","NM",4,2013,1649.81475743604,6089.42228075876,2015,"academic"
36,"New York","NY",1,2013,4718.73314131785,7076.29310763968,2015,"academic"
37,"North Carolina","NC",3,2013,2302.12888352982,6657.22580835635,2015,"academic"
38,"North Dakota","ND",2,2013,4194.17412549284,7431.14783903995,2015,"academic"
39,"Ohio","OH",2,2013,4468.29212818068,10156.8209224001,2015,"academic"
40,"Oklahoma","OK",3,2013,3359.34616764216,6725.54017192075,2015,"academic"
41,"Oregon","OR",4,2013,4524.99647355746,8786.48634336655,2015,"academic"
42,"Pennsylvania","PA",1,2013,4546.27393741977,13079.1987362797,2015,"academic"
72,"Puerto Rico","PR",,2013,,1953.66751733362,2015,"academic"
44,"Rhode Island","RI",1,2013,4035.52843370606,11131.5155908895,2015,"academic"
45,"South Carolina","SC",3,2013,4588.49359032731,11407.3737152424,2015,"academic"
46,"South Dakota","SD",2,2013,5660.92156983686,7809.31114318027,2015,"academic"
47,"Tennessee","TN",3,2013,3844.46220555116,8210.00164386376,2015,"academic"
48,"Texas","TX",3,2013,2251.78449181696,8705.02033153768,2015,"academic"
49,"Utah","UT",4,2013,3383.90954858747,6041.94203280214,2015,"academic"
50,"Vermont","VT",1,2013,7243.51812531036,14266.8899170288,2015,"academic"
51,"Virginia","VA",3,2013,4423.33460737005,10590.4525933663,2015,"academic"
53,"Washington","WA",4,2013,4398.94329163425,11045.0880751383,2015,"academic"
54,"West Virginia","WV",3,2013,3349.16302282049,6388.32462754038,2015,"academic"
55,"Wisconsin","WI",2,2013,4269.11954938528,8930.73396661555,2015,"academic"
56,"Wyoming","WY",4,2013,2661.67068716134,4499.35879039025,2015,"academic"
1,"Alabama","AL",3,2014,4263.73153920869,9496.08410616773,2015,"academic"
2,"Alaska","AK",4,2014,,6148.80801037424,2015,"academic"
4,"Arizona","AZ",4,2014,2434.47579817277,10413.8438819488,2015,"academic"
5,"Arkansas","AR",3,2014,3182.01575614277,7606.4100076367,2015,"academic"
6,"California","CA",4,2014,1430.49541762205,9186.82433000429,2015,"academic"
8,"Colorado","CO",4,2014,3906.67417225635,9298.59873229931,2015,"academic"
9,"Connecticut","CT",1,2014,3872.55630949025,10663.995408121,2015,"academic"
10,"Delaware","DE",3,2014,3476.88643491281,11514.6598014093,2015,"academic"
11,"District of Columbia","DC",3,2014,,7350.44408986512,2015,"academic"
12,"Florida","FL",3,2014,3181.11938013814,6344.99975526532,2015,"academic"
13,"Georgia","GA",3,2014,3605.51639468912,8063.01419517582,2015,"academic"
15,"Hawaii","HI",4,2014,3498.14950573367,9712.77926400284,2015,"academic"
16,"Idaho","ID",4,2014,3755.52382241712,6609.70917909076,2015,"academic"
17,"Illinois","IL",2,2014,3549.74730627163,12812.5526019226,2015,"academic"
18,"Indiana","IN",2,2014,4185.17288052105,9048.66074436551,2015,"academic"
19,"Iowa","IA",2,2014,4531.03796023654,7868.43351223215,2015,"academic"
20,"Kansas","KS",2,2014,2683.40239355522,8270.38999614769,2015,"academic"
21,"Kentucky","KY",3,2014,4468.54299934612,9223.34142310156,2015,"academic"
22,"Louisiana","LA",3,2014,3630.75673687143,7336.70323306845,2015,"academic"
23,"Maine","ME",1,2014,3496.08948679237,9560.24416039767,2015,"academic"
24,"Maryland","MD",3,2014,4141.54095402456,8696.80703172124,2015,"academic"
25,"Massachusetts","MA",1,2014,5317.64506656617,10986.9238672664,2015,"academic"
26,"Michigan","MI",2,2014,3383.36454285275,11618.2117293688,2015,"academic"
27,"Minnesota","MN",2,2014,5391.40764766793,10582.0897220485,2015,"academic"
28,"Mississippi","MS",3,2014,2533.57052199402,6870.36431845752,2015,"academic"
29,"Missouri","MO",2,2014,3083.07602388427,8409.01544957015,2015,"academic"
30,"Montana","MT",4,2014,3179.05317910808,6301.40809764305,2015,"academic"
31,"Nebraska","NE",2,2014,2768.19867158776,7347.86088745321,2015,"academic"
32,"Nevada","NV",4,2014,2704.5786158449,6437.62556190812,2015,"academic"
33,"New Hampshire","NH",1,2014,6523.11778024285,14755.9104462564,2015,"academic"
34,"New Jersey","NJ",1,2014,4448.04103005729,13027.1717131707,2015,"academic"
35,"New Mexico","NM",4,2014,1657.09686290201,6165.58290350014,2015,"academic"
36,"New York","NY",1,2014,4859.4133642286,7305.82205325336,2015,"academic"
37,"North Carolina","NC",3,2014,2304.02507142412,6684.52250994772,2015,"academic"
38,"North Dakota","ND",2,2014,4199.23292835823,7526.61442957834,2015,"academic"
39,"Ohio","OH",2,2014,4538.8367705306,10103.8135777542,2015,"academic"
40,"Oklahoma","OK",3,2014,3502.4301351645,7093.63555975832,2015,"academic"
41,"Oregon","OR",4,2014,4566.46795622031,8949.34458458254,2015,"academic"
42,"Pennsylvania","PA",1,2014,4705.97874140459,13157.0573964963,2015,"academic"
72,"Puerto Rico","PR",,2014,,2091.18825656234,2015,"academic"
44,"Rhode Island","RI",1,2014,3956.69800629591,10977.2871136685,2015,"academic"
45,"South Carolina","SC",3,2014,4650.20207715499,11469.8055657889,2015,"academic"
46,"South Dakota","SD",2,2014,5714.34497934461,7713.28948605124,2015,"academic"
47,"Tennessee","TN",3,2014,3953.39706710395,8940.6029527652,2015,"academic"
48,"Texas","TX",3,2014,2293.93339845972,8852.04278449323,2015,"academic"
49,"Utah","UT",4,2014,3472.34061171919,6171.25782486263,2015,"academic"
50,"Vermont","VT",1,2014,7332.41250786988,14501.022155265,2015,"academic"
51,"Virginia","VA",3,2014,4567.71340864559,11202.4003394382,2015,"academic"
53,"Washington","WA",4,2014,4302.58945319642,10703.3715022362,2015,"academic"
54,"West Virginia","WV",3,2014,3737.65584132414,6697.95528203736,2015,"academic"
55,"Wisconsin","WI",2,2014,4319.04286879925,8785.10291434879,2015,"academic"
56,"Wyoming","WY",4,2014,2710.85442747232,4653.87796977274,2015,"academic"
1,"Alabama","AL",3,2015,4314.22921170653,9751.10134925195,2015,"academic"
2,"Alaska","AK",4,2015,,6571.3403169487,2015,"academic"
4,"Arizona","AZ",4,2015,2481.42695968239,10646.2783517494,2015,"academic"
5,"Arkansas","AR",3,2015,3402.64060472625,7867.29673593428,2015,"academic"
6,"California","CA",4,2015,1423.37988288919,9269.84422722464,2015,"academic"
8,"Colorado","CO",4,2015,4076.8511330256,9748.18771550465,2015,"academic"
9,"Connecticut","CT",1,2015,4048.19141921598,11397.3365531405,2015,"academic"
10,"Delaware","DE",3,2015,3568.00049327708,11676.2155974718,2015,"academic"
11,"District of Columbia","DC",3,2015,,7420.99947117927,2015,"academic"
12,"Florida","FL",3,2015,3232.31706155035,6360.15930923139,2015,"academic"
13,"Georgia","GA",3,2015,3646.58877960844,8446.96142631558,2015,"academic"
15,"Hawaii","HI",4,2015,3663.80713527401,10174.7337203056,2015,"academic"
16,"Idaho","ID",4,2015,3871.62296630629,6818.47034374681,2015,"academic"
17,"Illinois","IL",2,2015,3750.80042689434,13189.10082623,2015,"academic"
18,"Indiana","IN",2,2015,4323.8718061674,9119.64854588429,2015,"academic"
19,"Iowa","IA",2,2015,4751.01990345333,7877.34401916894,2015,"academic"
20,"Kansas","KS",2,2015,2793.48097256982,8530.49383078443,2015,"academic"
21,"Kentucky","KY",3,2015,4653.08889091075,9566.67257334121,2015,"academic"
22,"Louisiana","LA",3,2015,3969.67567567568,7870.95972265047,2015,"academic"
23,"Maine","ME",1,2015,3490.87061770359,9572.96844456856,2015,"academic"
24,"Maryland","MD",3,2015,4274.27939550313,9163.29158226419,2015,"academic"
25,"Massachusetts","MA",1,2015,5616.27638110836,11588.125344458,2015,"academic"
26,"Michigan","MI",2,2015,3510.34690515415,11990.5282240303,2015,"academic"
27,"Minnesota","MN",2,2015,5390.57856434088,10831.3604716199,2015,"academic"
28,"Mississippi","MS",3,2015,2585.07399805553,7147.27123424614,2015,"academic"
29,"Missouri","MO",2,2015,3194.37089710938,8564.10974343829,2015,"academic"
30,"Montana","MT",4,2015,3249.86921772826,6351.07648725212,2015,"academic"
31,"Nebraska","NE",2,2015,2886.5910938603,7607.96586568821,2015,"academic"
32,"Nevada","NV",4,2015,2805.00024040112,6667.2358015816,2015,"academic"
33,"New Hampshire","NH",1,2015,6512.07526855975,15159.8952641166,2015,"academic"
34,"New Jersey","NJ",1,2015,4596.35051264576,13303.4194903362,2015,"academic"
35,"New Mexico","NM",4,2015,1675.75503982993,6354.52143896385,2015,"academic"
36,"New York","NY",1,2015,5102.76765179843,7643.52509974724,2015,"academic"
37,"North Carolina","NC",3,2015,2319.57393880402,6973.06609191694,2015,"academic"
38,"North Dakota","ND",2,2015,4406.42625215889,7687.69821692424,2015,"academic"
39,"Ohio","OH",2,2015,4533.76642571716,10195.895607219,2015,"academic"
40,"Oklahoma","OK",3,2015,3647.08555408762,7449.69806417608,2015,"academic"
41,"Oregon","OR",4,2015,4665.69448334498,9371.34611966592,2015,"academic"
42,"Pennsylvania","PA",1,2015,4927.4428726877,13394.7775503763,2015,"academic"
72,"Puerto Rico","PR",,2015,,2092.35740859525,2015,"academic"
44,"Rhode Island","RI",1,2015,4266,11390.1183970856,2015,"academic"
45,"South Carolina","SC",3,2015,4798.1029933582,11816.0259253165,2015,"academic"
46,"South Dakota","SD",2,2015,6137.98179059181,8054.91280026324,2015,"academic"
47,"Tennessee","TN",3,2015,4102.70037574604,9263.47911078784,2015,"academic"
48,"Texas","TX",3,2015,2360.78060195606,9116.73264268061,2015,"academic"
49,"Utah","UT",4,2015,3565.36804248828,6362.68237740426,2015,"academic"
50,"Vermont","VT",1,2015,7530,14993.0265328568,2015,"academic"
51,"Virginia","VA",3,2015,4801.9206364239,11818.6928526734,2015,"academic"
53,"Washington","WA",4,2015,4149.21926163336,10288.352635519,2015,"academic"
54,"West Virginia","WV",3,2015,3800.78039944586,7171.45096634045,2015,"academic"
55,"Wisconsin","WI",2,2015,4466.17517045029,8815.26066785057,2015,"academic"
56,"Wyoming","WY",4,2015,2809.80982769852,4890.9997582205,2015,"academic"
