"fips","name","year","income_pc"
"29","Missouri","1992","19629"
"29","Missouri","1993","20326"
"29","Missouri","1994","21317"
"29","Missouri","1995","22183"
"29","Missouri","1996","23271"
"29","Missouri","1997","24496"
"29","Missouri","1998","25536"
"29","Missouri","1999","26402"
"29","Missouri","2000","28015"
"29","Missouri","2001","28794"
"29","Missouri","2002","29245"
"29","Missouri","2003","30261"
"29","Missouri","2004","31636"
"29","Missouri","2005","32603"
"29","Missouri","2006","34408"
"29","Missouri","2007","35842"
"29","Missouri","2008","37441"
"29","Missouri","2009","36306"
"29","Missouri","2010","36638"
"29","Missouri","2011","38042"
"29","Missouri","2012","39905"
"29","Missouri","2013","40297"
"29","Missouri","2014","41639"
"30","Montana","1985","11871"
"30","Montana","1986","12477"
"30","Montana","1987","12960"
"30","Montana","1988","13390"
"30","Montana","1989","14776"
"30","Montana","1990","15533"
"30","Montana","1991","16372"
"30","Montana","1992","17082"
"30","Montana","1993","18061"
"30","Montana","1994","18195"
"30","Montana","1995","18862"
"30","Montana","1996","19530"
"30","Montana","1997","20278"
"30","Montana","1998","21713"
"30","Montana","1999","22243"
"30","Montana","2000","23594"
"30","Montana","2001","24751"
"30","Montana","2002","25296"
"30","Montana","2003","26663"
"30","Montana","2004","28180"
"30","Montana","2005","29561"
"30","Montana","2006","31484"
"30","Montana","2007","33374"
"30","Montana","2008","34912"
"30","Montana","2009","33627"
"30","Montana","2010","34737"
"30","Montana","2011","36959"
"30","Montana","2012","39102"
"30","Montana","2013","38884"
"30","Montana","2014","39903"
"31","Nebraska","1985","14114"
"31","Nebraska","1986","14629"
"31","Nebraska","1987","15368"
"31","Nebraska","1988","16364"
"31","Nebraska","1989","17315"
"31","Nebraska","1990","18471"
"31","Nebraska","1991","19003"
"31","Nebraska","1992","20013"
"31","Nebraska","1993","20491"
"31","Nebraska","1994","21598"
"31","Nebraska","1995","22583"
"31","Nebraska","1996","24348"
"31","Nebraska","1997","24868"
"31","Nebraska","1998","26437"
"31","Nebraska","1999","27527"
"31","Nebraska","2000","28978"
"31","Nebraska","2001","30178"
"31","Nebraska","2002","30696"
"31","Nebraska","2003","32611"
"31","Nebraska","2004","33768"
"31","Nebraska","2005","34772"
"31","Nebraska","2006","35982"
"31","Nebraska","2007","38484"
"31","Nebraska","2008","40626"
"31","Nebraska","2009","39226"
"31","Nebraska","2010","40023"
"31","Nebraska","2011","43820"
"31","Nebraska","2012","45578"
"31","Nebraska","2013","46254"
"31","Nebraska","2014","47557"
"32","Nevada","1985","15467"
"32","Nevada","1986","16227"
"32","Nevada","1987","17006"
"32","Nevada","1988","18405"
"32","Nevada","1989","19587"
"32","Nevada","1990","20476"
"32","Nevada","1991","21206"
"32","Nevada","1992","22572"
"32","Nevada","1993","23357"
"32","Nevada","1994","24357"
"32","Nevada","1995","25346"
"32","Nevada","1996","26611"
"32","Nevada","1997","27500"
"32","Nevada","1998","28589"
"32","Nevada","1999","29726"
"32","Nevada","2000","31230"
"32","Nevada","2001","31789"
"32","Nevada","2002","31882"
"32","Nevada","2003","33347"
"32","Nevada","2004","35744"
"32","Nevada","2005","38683"
"32","Nevada","2006","39915"
"32","Nevada","2007","40939"
"32","Nevada","2008","40243"
"32","Nevada","2009","36931"
"32","Nevada","2010","36918"
"32","Nevada","2011","37745"
"32","Nevada","2012","39436"
"32","Nevada","2013","39223"
"32","Nevada","2014","40742"
"33","New Hampshire","1985","15944"
"33","New Hampshire","1986","17159"
"33","New Hampshire","1987","18462"
"33","New Hampshire","1988","19785"
"33","New Hampshire","1989","20756"
"33","New Hampshire","1990","20699"
"33","New Hampshire","1991","21433"
"33","New Hampshire","1992","22320"
"33","New Hampshire","1993","22832"
"33","New Hampshire","1994","24133"
"33","New Hampshire","1995","25312"
"33","New Hampshire","1996","26417"
"33","New Hampshire","1997","28027"
"33","New Hampshire","1998","29996"
"33","New Hampshire","1999","31215"
"33","New Hampshire","2000","34293"
"33","New Hampshire","2001","35147"
"33","New Hampshire","2002","35515"
"33","New Hampshire","2003","36199"
"33","New Hampshire","2004","38390"
"33","New Hampshire","2005","39609"
"33","New Hampshire","2006","42112"
"33","New Hampshire","2007","43638"
"33","New Hampshire","2008","44876"
"33","New Hampshire","2009","43936"
"33","New Hampshire","2010","45308"
"33","New Hampshire","2011","48005"
"33","New Hampshire","2012","50546"
"33","New Hampshire","2013","50535"
"33","New Hampshire","2014","52773"
"34","New Jersey","1985","17830"
"34","New Jersey","1986","18939"
"34","New Jersey","1987","20308"
"34","New Jersey","1988","22184"
"34","New Jersey","1989","23777"
"34","New Jersey","1990","24798"
"34","New Jersey","1991","25081"
"34","New Jersey","1992","26742"
"34","New Jersey","1993","27328"
"34","New Jersey","1994","28071"
"34","New Jersey","1995","29609"
"34","New Jersey","1996","31074"
"34","New Jersey","1997","32830"
"34","New Jersey","1998","34644"
"34","New Jersey","1999","35921"
"34","New Jersey","2000","39165"
"34","New Jersey","2001","40227"
"34","New Jersey","2002","40964"
"34","New Jersey","2003","41861"
"34","New Jersey","2004","43686"
"34","New Jersey","2005","45341"
"34","New Jersey","2006","48444"
"34","New Jersey","2007","50685"
"34","New Jersey","2008","52256"
"34","New Jersey","2009","50300"
"34","New Jersey","2010","51202"
"34","New Jersey","2011","53556"
"34","New Jersey","2012","55142"
"34","New Jersey","2013","55194"
"34","New Jersey","2014","57620"
"35","New Mexico","1985","12191"
"35","New Mexico","1986","12481"
"35","New Mexico","1987","12886"
"35","New Mexico","1988","13495"
"35","New Mexico","1989","14327"
"35","New Mexico","1990","15137"
"35","New Mexico","1991","15865"
"35","New Mexico","1992","16627"
"35","New Mexico","1993","17430"
"35","New Mexico","1994","18111"
"35","New Mexico","1995","19035"
"35","New Mexico","1996","19637"
"35","New Mexico","1997","20356"
"35","New Mexico","1998","21295"
"35","New Mexico","1999","21768"
"35","New Mexico","2000","23438"
"35","New Mexico","2001","25264"
"35","New Mexico","2002","25777"
"35","New Mexico","2003","26250"
"35","New Mexico","2004","27435"
"35","New Mexico","2005","29005"
"35","New Mexico","2006","30497"
"35","New Mexico","2007","31832"
"35","New Mexico","2008","33374"
"35","New Mexico","2009","32293"
"35","New Mexico","2010","33019"
"35","New Mexico","2011","34556"
"35","New Mexico","2012","35585"
"35","New Mexico","2013","35254"
"35","New Mexico","2014","37091"
"36","New York","1985","16798"
"36","New York","1986","17885"
"36","New York","1987","19055"
"36","New York","1988","20845"
"36","New York","1989","22485"
"36","New York","1990","23994"
"36","New York","1991","23872"
"36","New York","1992","25068"
"36","New York","1993","25566"
"36","New York","1994","26264"
"36","New York","1995","27620"
"36","New York","1996","28953"
"36","New York","1997","30462"
"36","New York","1998","31813"
"36","New York","1999","33262"
"36","New York","2000","35328"
"36","New York","2001","36308"
"36","New York","2002","36282"
"36","New York","2003","37199"
"36","New York","2004","39342"
"36","New York","2005","41381"
"36","New York","2006","44472"
"36","New York","2007","47780"
"36","New York","2008","49032"
"36","New York","2009","47655"
"36","New York","2010","49283"
"36","New York","2011","51598"
"36","New York","2012","53571"
"36","New York","2013","53606"
"36","New York","2014","55611"
"37","North Carolina","1985","12587"
"37","North Carolina","1986","13414"
"37","North Carolina","1987","14263"
"37","North Carolina","1988","15434"
"37","North Carolina","1989","16613"
"37","North Carolina","1990","17370"
"37","North Carolina","1991","17826"
"37","North Carolina","1992","19113"
"37","North Carolina","1993","19967"
"37","North Carolina","1994","20833"
"37","North Carolina","1995","21857"
"37","North Carolina","1996","22923"
"37","North Carolina","1997","24138"
"37","North Carolina","1998","25472"
"37","North Carolina","1999","26464"
"37","North Carolina","2000","27876"
"37","North Carolina","2001","28484"
"37","North Carolina","2002","28507"
"37","North Carolina","2003","29081"
"37","North Carolina","2004","30785"
"37","North Carolina","2005","32245"
"37","North Carolina","2006","33775"
"37","North Carolina","2007","35096"
"37","North Carolina","2008","35917"
"37","North Carolina","2009","34944"
"37","North Carolina","2010","35569"
"37","North Carolina","2011","36622"
"37","North Carolina","2012","38655"
"37","North Carolina","2013","37774"
"37","North Carolina","2014","39171"
"38","North Dakota","1985","12973"
"38","North Dakota","1986","13309"
"38","North Dakota","1987","13857"
"38","North Dakota","1988","12930"
"38","North Dakota","1989","14709"
"38","North Dakota","1990","16137"
"38","North Dakota","1991","16374"
"38","North Dakota","1992","17880"
"38","North Dakota","1993","18033"
"38","North Dakota","1994","19456"
"38","North Dakota","1995","19417"
"38","North Dakota","1996","21635"
"38","North Dakota","1997","21253"
"38","North Dakota","1998","23372"
"38","North Dakota","1999","23701"
"38","North Dakota","2000","25870"
"38","North Dakota","2001","26540"
"38","North Dakota","2002","27158"
"38","North Dakota","2003","29496"
"38","North Dakota","2004","29717"
"38","North Dakota","2005","31429"
"38","North Dakota","2006","32826"
"38","North Dakota","2007","36162"
"38","North Dakota","2008","40923"
"38","North Dakota","2009","39422"
"38","North Dakota","2010","42964"
"38","North Dakota","2011","47861"
"38","North Dakota","2012","55388"
"38","North Dakota","2013","54373"
"38","North Dakota","2014","55802"
"39","Ohio","1985","14097"
"39","Ohio","1986","14766"
"39","Ohio","1987","15428"
"39","Ohio","1988","16488"
"39","Ohio","1989","17689"
"39","Ohio","1990","18669"
"39","Ohio","1991","18929"
"39","Ohio","1992","20034"
"39","Ohio","1993","20740"
"39","Ohio","1994","21782"
"39","Ohio","1995","22707"
"39","Ohio","1996","23710"
"39","Ohio","1997","25037"
"39","Ohio","1998","26408"
"39","Ohio","1999","27250"
"39","Ohio","2000","28631"
"39","Ohio","2001","29418"
"39","Ohio","2002","29809"
"39","Ohio","2003","30579"
"39","Ohio","2004","31732"
"39","Ohio","2005","32687"
"39","Ohio","2006","34415"
"39","Ohio","2007","35632"
"39","Ohio","2008","36643"
"39","Ohio","2009","35530"
"39","Ohio","2010","36377"
"39","Ohio","2011","38807"
"39","Ohio","2012","40329"
"39","Ohio","2013","40749"
"39","Ohio","2014","42236"
"40","Oklahoma","1985","13273"
"40","Oklahoma","1986","13412"
"40","Oklahoma","1987","13536"
"40","Oklahoma","1988","14314"
"40","Oklahoma","1989","15341"
"40","Oklahoma","1990","16180"
"40","Oklahoma","1991","16525"
"40","Oklahoma","1992","17357"
"40","Oklahoma","1993","17872"
"40","Oklahoma","1994","18509"
"40","Oklahoma","1995","19164"
"40","Oklahoma","1996","20101"
"40","Oklahoma","1997","21011"
"40","Oklahoma","1998","22140"
"40","Oklahoma","1999","22797"
"40","Oklahoma","2000","24801"
"40","Oklahoma","2001","26572"
"40","Oklahoma","2002","26807"
"40","Oklahoma","2003","27548"
"40","Oklahoma","2004","28989"
"40","Oklahoma","2005","30957"
"40","Oklahoma","2006","33522"
"40","Oklahoma","2007","34563"
"40","Oklahoma","2008","37739"
"40","Oklahoma","2009","34578"
"40","Oklahoma","2010","35949"
"40","Oklahoma","2011","39037"
"40","Oklahoma","2012","41549"
"40","Oklahoma","2013","41962"
"40","Oklahoma","2014","43637"
"41","Oregon","1985","13429"
"41","Oregon","1986","14107"
"41","Oregon","1987","14756"
"41","Oregon","1988","15838"
"41","Oregon","1989","17138"
"41","Oregon","1990","18065"
"41","Oregon","1991","18562"
"41","Oregon","1992","19440"
"41","Oregon","1993","20364"
"41","Oregon","1994","21399"
"41","Oregon","1995","22583"
"41","Oregon","1996","23889"
"41","Oregon","1997","24946"
"41","Oregon","1998","26106"
"41","Oregon","1999","26959"
"41","Oregon","2000","28878"
"41","Oregon","2001","29342"
"41","Oregon","2002","29306"
"41","Oregon","2003","30028"
"41","Oregon","2004","31486"
"41","Oregon","2005","32434"
"41","Oregon","2006","34546"
"41","Oregon","2007","35648"
"41","Oregon","2008","36750"
"41","Oregon","2009","35390"
"41","Oregon","2010","35791"
"41","Oregon","2011","37512"
"41","Oregon","2012","39083"
"41","Oregon","2013","39426"
"41","Oregon","2014","41220"
"42","Pennsylvania","1985","14312"
"42","Pennsylvania","1986","15051"
"42","Pennsylvania","1987","15910"
"42","Pennsylvania","1988","17181"
"42","Pennsylvania","1989","18577"
"42","Pennsylvania","1990","19591"
"42","Pennsylvania","1991","20266"
"42","Pennsylvania","1992","21276"
"42","Pennsylvania","1993","21951"
"42","Pennsylvania","1994","22613"
"42","Pennsylvania","1995","23592"
"42","Pennsylvania","1996","24767"
"42","Pennsylvania","1997","25998"
"42","Pennsylvania","1998","27374"
"42","Pennsylvania","1999","28524"
"42","Pennsylvania","2000","30493"
"42","Pennsylvania","2001","31524"
"42","Pennsylvania","2002","32108"
"42","Pennsylvania","2003","33055"
"42","Pennsylvania","2004","34648"
"42","Pennsylvania","2005","35910"
"42","Pennsylvania","2006","38202"
"42","Pennsylvania","2007","40084"
"42","Pennsylvania","2008","41675"
"42","Pennsylvania","2009","40785"
"42","Pennsylvania","2010","41918"
"42","Pennsylvania","2011","44018"
"42","Pennsylvania","2012","45781"
"42","Pennsylvania","2013","46028"
"42","Pennsylvania","2014","47679"
"44","Rhode Island","1985","14741"
"44","Rhode Island","1986","15704"
"44","Rhode Island","1987","16653"
"44","Rhode Island","1988","18239"
"44","Rhode Island","1989","19783"
"44","Rhode Island","1990","20187"
"44","Rhode Island","1991","20219"
"44","Rhode Island","1992","21125"
"44","Rhode Island","1993","21975"
"44","Rhode Island","1994","22508"
"44","Rhode Island","1995","23708"
"44","Rhode Island","1996","24471"
"44","Rhode Island","1997","25798"
"44","Rhode Island","1998","27423"
"44","Rhode Island","1999","28365"
"44","Rhode Island","2000","30214"
"44","Rhode Island","2001","31574"
"44","Rhode Island","2002","32698"
"44","Rhode Island","2003","34137"
"44","Rhode Island","2004","35562"
"44","Rhode Island","2005","36592"
"44","Rhode Island","2006","38779"
"44","Rhode Island","2007","40691"
"44","Rhode Island","2008","41889"
"44","Rhode Island","2009","41081"
"44","Rhode Island","2010","42737"
"44","Rhode Island","2011","44292"
"44","Rhode Island","2012","46084"
"44","Rhode Island","2013","46145"
"44","Rhode Island","2014","48359"
"45","South Carolina","1985","11666"
"45","South Carolina","1986","12317"
"45","South Carolina","1987","13055"
"45","South Carolina","1988","14058"
"45","South Carolina","1989","15108"
"45","South Carolina","1990","16018"
"45","South Carolina","1991","16380"
"45","South Carolina","1992","17213"
"45","South Carolina","1993","17880"
"45","South Carolina","1994","18753"
"45","South Carolina","1995","19629"
"45","South Carolina","1996","20614"
"45","South Carolina","1997","21574"
"45","South Carolina","1998","22828"
"45","South Carolina","1999","23715"
"45","South Carolina","2000","25143"
"45","South Carolina","2001","25859"
"45","South Carolina","2002","26263"
"45","South Carolina","2003","26903"
"45","South Carolina","2004","28135"
"45","South Carolina","2005","29402"
"45","South Carolina","2006","31183"
"45","South Carolina","2007","32443"
"45","South Carolina","2008","33449"
"45","South Carolina","2009","32499"
"45","South Carolina","2010","32853"
"45","South Carolina","2011","34220"
"45","South Carolina","2012","35461"
"45","South Carolina","2013","35472"
"45","South Carolina","2014","36677"
"46","South Dakota","1985","12196"
"46","South Dakota","1986","12782"
"46","South Dakota","1987","13454"
"46","South Dakota","1988","13980"
"46","South Dakota","1989","15094"
"46","South Dakota","1990","16516"
"46","South Dakota","1991","17044"
"46","South Dakota","1992","18226"
"46","South Dakota","1993","18813"
"46","South Dakota","1994","20021"
"46","South Dakota","1995","20238"
"46","South Dakota","1996","22237"
"46","South Dakota","1997","22644"
"46","South Dakota","1998","24416"
"46","South Dakota","1999","25631"
"46","South Dakota","2000","27267"
"46","South Dakota","2001","28440"
"46","South Dakota","2002","28538"
"46","South Dakota","2003","30941"
"46","South Dakota","2004","32564"
"46","South Dakota","2005","33443"
"46","South Dakota","2006","33898"
"46","South Dakota","2007","37257"
"46","South Dakota","2008","40095"
"46","South Dakota","2009","38661"
"46","South Dakota","2010","40204"
"46","South Dakota","2011","44241"
"46","South Dakota","2012","44792"
"46","South Dakota","2013","44772"
"46","South Dakota","2014","45279"
"47","Tennessee","1985","12138"
"47","Tennessee","1986","12933"
"47","Tennessee","1987","13801"
"47","Tennessee","1988","14882"
"47","Tennessee","1989","15876"
"47","Tennessee","1990","16740"
"47","Tennessee","1991","17334"
"47","Tennessee","1992","18664"
"47","Tennessee","1993","19530"
"47","Tennessee","1994","20395"
"47","Tennessee","1995","21508"
"47","Tennessee","1996","22341"
"47","Tennessee","1997","23308"
"47","Tennessee","1998","25316"
"47","Tennessee","1999","26119"
"47","Tennessee","2000","27503"
"47","Tennessee","2001","28147"
"47","Tennessee","2002","28613"
"47","Tennessee","2003","29454"
"47","Tennessee","2004","30925"
"47","Tennessee","2005","31695"
"47","Tennessee","2006","33072"
"47","Tennessee","2007","34227"
"47","Tennessee","2008","35307"
"47","Tennessee","2009","34468"
"47","Tennessee","2010","35601"
"47","Tennessee","2011","37323"
"47","Tennessee","2012","39137"
"47","Tennessee","2013","39312"
"47","Tennessee","2014","40457"
"48","Texas","1985","14212"
"48","Texas","1986","14295"
"48","Texas","1987","14530"
"48","Texas","1988","15375"
"48","Texas","1989","16307"
"48","Texas","1990","17366"
"48","Texas","1991","17817"
"48","Texas","1992","18880"
"48","Texas","1993","19535"
"48","Texas","1994","20206"
"48","Texas","1995","21177"
"48","Texas","1996","22319"
"48","Texas","1997","23825"
"48","Texas","1998","25500"
"48","Texas","1999","26447"
"48","Texas","2000","28365"
"48","Texas","2001","29717"
"48","Texas","2002","29327"
"48","Texas","2003","30010"
"48","Texas","2004","31077"
"48","Texas","2005","33330"
"48","Texas","2006","35554"
"48","Texas","2007","36992"
"48","Texas","2008","39892"
"48","Texas","2009","37037"
"48","Texas","2010","38282"
"48","Texas","2011","41235"
"48","Texas","2012","43505"
"48","Texas","2013","43807"
"48","Texas","2014","45669"
"49","Utah","1985","11492"
"49","Utah","1986","11918"
"49","Utah","1987","12360"
"49","Utah","1988","13053"
"49","Utah","1989","13894"
"49","Utah","1990","14866"
"49","Utah","1991","15521"
"49","Utah","1992","16292"
"49","Utah","1993","17021"
"49","Utah","1994","17879"
"49","Utah","1995","18981"
"49","Utah","1996","20126"
"49","Utah","1997","21231"
"49","Utah","1998","22416"
"49","Utah","1999","23386"
"49","Utah","2000","24781"
"49","Utah","2001","25712"
"49","Utah","2002","25960"
"49","Utah","2003","26316"
"49","Utah","2004","27545"
"49","Utah","2005","29398"
"49","Utah","2006","31786"
"49","Utah","2007","33643"
"49","Utah","2008","34512"
"49","Utah","2009","32428"
"49","Utah","2010","32614"
"49","Utah","2011","34415"
"49","Utah","2012","35995"
"49","Utah","2013","36542"
"49","Utah","2014","37664"
"50","Vermont","1985","13088"
"50","Vermont","1986","14005"
"50","Vermont","1987","15060"
"50","Vermont","1988","16183"
"50","Vermont","1989","17648"
"50","Vermont","1990","18069"
"50","Vermont","1991","18266"
"50","Vermont","1992","19411"
"50","Vermont","1993","19971"
"50","Vermont","1994","20764"
"50","Vermont","1995","21702"
"50","Vermont","1996","22684"
"50","Vermont","1997","23763"
"50","Vermont","1998","25389"
"50","Vermont","1999","26700"
"50","Vermont","2000","28556"
"50","Vermont","2001","29968"
"50","Vermont","2002","30567"
"50","Vermont","2003","31779"
"50","Vermont","2004","33652"
"50","Vermont","2005","34347"
"50","Vermont","2006","36597"
"50","Vermont","2007","38460"
"50","Vermont","2008","40111"
"50","Vermont","2009","39268"
"50","Vermont","2010","40066"
"50","Vermont","2011","42735"
"50","Vermont","2012","44287"
"50","Vermont","2013","44839"
"50","Vermont","2014","46428"
"51","Virginia","1985","15666"
"51","Virginia","1986","16620"
"51","Virginia","1987","17581"
"51","Virginia","1988","18906"
"51","Virginia","1989","20156"
"51","Virginia","1990","20838"
"51","Virginia","1991","21432"
"51","Virginia","1992","22430"
"51","Virginia","1993","23247"
"51","Virginia","1994","24138"
"51","Virginia","1995","25028"
"51","Virginia","1996","25962"
"51","Virginia","1997","27351"
"51","Virginia","1998","28917"
"51","Virginia","1999","30479"
"51","Virginia","2000","32465"
"51","Virginia","2001","33711"
"51","Virginia","2002","34154"
"51","Virginia","2003","35745"
"51","Virginia","2004","37753"
"51","Virginia","2005","40036"
"51","Virginia","2006","42386"
"51","Virginia","2007","44422"
"51","Virginia","2008","45618"
"51","Virginia","2009","44458"
"51","Virginia","2010","45412"
"51","Virginia","2011","47689"
"51","Virginia","2012","49320"
"51","Virginia","2013","48956"
"51","Virginia","2014","50345"
"53","Washington","1985","14939"
"53","Washington","1986","15803"
"53","Washington","1987","16480"
"53","Washington","1988","17526"
"53","Washington","1989","18954"
"53","Washington","1990","20162"
"53","Washington","1991","21052"
"53","Washington","1992","22139"
"53","Washington","1993","22745"
"53","Washington","1994","23495"
"53","Washington","1995","24358"
"53","Washington","1996","25782"
"53","Washington","1997","27297"
"53","Washington","1998","29432"
"53","Washington","1999","31077"
"53","Washington","2000","32882"
"53","Washington","2001","33241"
"53","Washington","2002","33629"
"53","Washington","2003","34663"
"53","Washington","2004","36787"
"53","Washington","2005","37754"
"53","Washington","2006","40204"
"53","Washington","2007","42954"
"53","Washington","2008","44460"
"53","Washington","2009","42248"
"53","Washington","2010","42821"
"53","Washington","2011","44800"
"53","Washington","2012","47344"
"53","Washington","2013","47468"
"53","Washington","2014","49610"
"54","West Virginia","1985","10835"
"54","West Virginia","1986","11247"
"54","West Virginia","1987","11683"
"54","West Virginia","1988","12649"
"54","West Virginia","1989","13577"
"54","West Virginia","1990","14571"
"54","West Virginia","1991","15124"
"54","West Virginia","1992","16229"
"54","West Virginia","1993","16726"
"54","West Virginia","1994","17410"
"54","West Virginia","1995","17953"
"54","West Virginia","1996","18692"
"54","West Virginia","1997","19514"
"54","West Virginia","1998","20330"
"54","West Virginia","1999","20873"
"54","West Virginia","2000","22110"
"54","West Virginia","2001","23306"
"54","West Virginia","2002","24206"
"54","West Virginia","2003","24669"
"54","West Virginia","2004","25498"
"54","West Virginia","2005","26360"
"54","West Virginia","2006","28319"
"54","West Virginia","2007","29316"
"54","West Virginia","2008","31397"
"54","West Virginia","2009","31429"
"54","West Virginia","2010","32104"
"54","West Virginia","2011","34211"
"54","West Virginia","2012","35374"
"54","West Virginia","2013","35163"
"54","West Virginia","2014","36132"
"55","Wisconsin","1985","13910"
"55","Wisconsin","1986","14657"
"55","Wisconsin","1987","15399"
"55","Wisconsin","1988","16204"
"55","Wisconsin","1989","17559"
"55","Wisconsin","1990","18379"
"55","Wisconsin","1991","18861"
"55","Wisconsin","1992","20136"
"55","Wisconsin","1993","20933"
"55","Wisconsin","1994","22015"
"55","Wisconsin","1995","22909"
"55","Wisconsin","1996","24027"
"55","Wisconsin","1997","25309"
"55","Wisconsin","1998","26896"
"55","Wisconsin","1999","27807"
"55","Wisconsin","2000","29382"
"55","Wisconsin","2001","30473"
"55","Wisconsin","2002","31060"
"55","Wisconsin","2003","31905"
"55","Wisconsin","2004","33350"
"55","Wisconsin","2005","34311"
"55","Wisconsin","2006","36268"
"55","Wisconsin","2007","37674"
"55","Wisconsin","2008","38980"
"55","Wisconsin","2009","38320"
"55","Wisconsin","2010","38815"
"55","Wisconsin","2011","40837"
"55","Wisconsin","2012","42463"
"55","Wisconsin","2013","42737"
"55","Wisconsin","2014","44186"
"56","Wyoming","1985","14141"
"56","Wyoming","1986","14166"
"56","Wyoming","1987","14161"
"56","Wyoming","1988","14816"
"56","Wyoming","1989","16472"
"56","Wyoming","1990","17989"
"56","Wyoming","1991","18649"
"56","Wyoming","1992","19457"
"56","Wyoming","1993","20250"
"56","Wyoming","1994","20868"
"56","Wyoming","1995","21626"
"56","Wyoming","1996","22440"
"56","Wyoming","1997","23967"
"56","Wyoming","1998","25430"
"56","Wyoming","1999","27085"
"56","Wyoming","2000","28959"
"56","Wyoming","2001","30736"
"56","Wyoming","2002","31442"
"56","Wyoming","2003","33400"
"56","Wyoming","2004","35692"
"56","Wyoming","2005","39164"
"56","Wyoming","2006","44186"
"56","Wyoming","2007","45505"
"56","Wyoming","2008","48934"
"56","Wyoming","2009","43153"
"56","Wyoming","2010","44846"
"56","Wyoming","2011","49140"
"56","Wyoming","2012","52154"
"56","Wyoming","2013","51791"
"56","Wyoming","2014","54584"
